<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.03	0.78985	0.79033	0.77376	0.77662	61141	0	1
2014.10.06	0.77636	0.78670	0.77141	0.78346	60731	0	1
2014.10.07	0.78346	0.78728	0.77826	0.78230	80175	0	1
2014.10.08	0.78230	0.79145	0.77830	0.78981	83287	0	1
2014.10.09	0.78981	0.79745	0.78447	0.78639	88199	0	1
2014.10.10	0.78639	0.78783	0.78002	0.78143	74891	0	1
2014.10.13	0.78107	0.78984	0.77955	0.78883	72576	0	1
2014.10.14	0.78883	0.79174	0.78207	0.78389	69423	0	1
2014.10.15	0.78384	0.79954	0.78062	0.79744	94493	0	1
2014.10.16	0.79745	0.79971	0.78863	0.79373	108310	0	1
2014.10.17	0.79374	0.79676	0.78769	0.79099	74021	0	1
2014.10.20	0.79291	0.79794	0.79141	0.79652	63786	0	18
2014.10.21	0.79652	0.80335	0.79439	0.79585	76017	0	18
2014.10.22	0.79584	0.79903	0.78656	0.78704	66534	0	18
2014.10.23	0.78704	0.78783	0.77927	0.78122	68617	0	10
2014.10.24	0.78123	0.78803	0.78049	0.78291	56504	0	9
2014.10.27	0.78543	0.79017	0.78455	0.78845	60651	0	13
2014.10.28	0.78847	0.79575	0.78841	0.79141	54139	0	1
2014.10.29	0.79145	0.79764	0.77680	0.78114	66346	0	17
2014.10.30	0.78113	0.78596	0.77649	0.78340	75699	0	10
2014.10.31	0.78340	0.78794	0.77747	0.77826	75749	0	17
2014.11.03	0.77744	0.77921	0.76968	0.77399	71676	0	17
2014.11.04	0.77400	0.78411	0.77092	0.78374	78406	0	8
2014.11.05	0.78374	0.78392	0.76839	0.77056	89524	0	11
2014.11.06	0.77060	0.77579	0.76670	0.76941	87066	0	1
2014.11.07	0.76943	0.77670	0.76594	0.77499	91547	0	18
2014.11.10	0.77646	0.78223	0.77389	0.77485	64784	0	18
2014.11.11	0.77483	0.78408	0.77121	0.78089	74852	0	2
2014.11.12	0.78088	0.79047	0.78017	0.78627	86846	0	18
2014.11.13	0.78621	0.79280	0.78399	0.78659	69918	0	1
2014.11.14	0.78659	0.79381	0.78244	0.79060	80441	0	1
2014.11.17	0.79339	0.79738	0.79003	0.79149	74258	0	1
2014.11.18	0.79150	0.79732	0.79080	0.79192	61823	0	1
2014.11.19	0.79191	0.79196	0.78359	0.78424	63202	0	1
2014.11.20	0.78420	0.78803	0.78059	0.78615	67127	0	17
2014.11.21	0.78615	0.79450	0.78462	0.78782	59217	0	12
2014.11.24	0.78779	0.79106	0.78452	0.78588	46286	16671930000	8
2014.11.25	0.78570	0.78648	0.77652	0.78085	63124	101500000	13
2014.11.26	0.78081	0.78926	0.78020	0.78698	62657	111000000	2
2014.11.27	0.78702	0.79258	0.78565	0.78656	48642	0	13
2014.11.28	0.78648	0.78675	0.78252	0.78319	57623	0	17
2014.12.01	0.78167	0.79102	0.77756	0.78623	65008	0	17
