<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.03.31	1.24036	1.24719	1.22397	1.24076	135443	0	17
2020.04.01	1.24042	1.24432	1.23291	1.23708	95811	0	17
2020.04.02	1.23743	1.24744	1.23469	1.23947	102719	0	17
2020.04.03	1.23941	1.24036	1.22034	1.22618	89599	0	17
2020.04.06	1.22293	1.23255	1.22091	1.22306	79475	0	17
2020.04.07	1.22296	1.23834	1.21645	1.23306	91237	0	17
2020.04.08	1.23306	1.24194	1.22869	1.23814	68437	0	17
2020.04.09	1.23758	1.24829	1.23593	1.24595	83510	0	17
2020.04.10	1.24591	1.24853	1.24365	1.24713	25451	0	17
2020.04.13	1.24539	1.25358	1.24523	1.25020	41846	0	17
2020.04.14	1.24976	1.26466	1.24959	1.26230	67570	0	17
2020.04.15	1.26193	1.26301	1.24351	1.25161	67114	0	17
2020.04.16	1.25143	1.25261	1.24070	1.24523	72418	0	17
2020.04.17	1.24511	1.25218	1.24059	1.24976	64896	0	17
2020.04.20	1.25001	1.25011	1.24153	1.24306	55947	0	17
2020.04.21	1.24397	1.24477	1.22461	1.22913	78047	0	17
2020.04.22	1.22839	1.23849	1.22740	1.23319	67410	0	17
2020.04.23	1.23316	1.24138	1.23071	1.23431	85908	0	17
2020.04.24	1.23415	1.23762	1.22973	1.23662	68362	0	17
2020.04.27	1.23633	1.24538	1.23589	1.24263	63860	0	17
2020.04.28	1.24261	1.25171	1.24026	1.24217	64472	0	17
2020.04.29	1.24190	1.24846	1.23881	1.24662	74161	0	17
2020.04.30	1.24648	1.26424	1.24287	1.25895	90027	0	17
2020.05.01	1.25874	1.25999	1.24821	1.25088	66306	0	17
2020.05.04	1.24847	1.24858	1.24044	1.24421	67377	0	17
2020.05.05	1.24421	1.24829	1.24193	1.24315	72277	0	17
2020.05.06	1.24333	1.24493	1.23345	1.23393	68235	0	17
2020.05.07	1.23357	1.24173	1.22652	1.23593	80621	0	17
2020.05.08	1.23549	1.24665	1.23501	1.24047	56721	0	17
2020.05.11	1.24110	1.24367	1.22820	1.23306	72849	0	17
2020.05.12	1.23293	1.23767	1.22547	1.22565	84263	0	17
2020.05.13	1.22554	1.23391	1.22095	1.22286	65940	0	17
2020.05.14	1.22286	1.22409	1.21651	1.22243	41647	0	17
2020.05.15	1.22238	1.22370	1.21103	1.21164	35346	0	17
2020.05.18	1.20839	1.22265	1.20756	1.21936	34846	0	17
2020.05.19	1.21926	1.22955	1.21836	1.22510	65777	0	17
2020.05.20	1.22503	1.22868	1.22205	1.22361	59509	0	17
2020.05.21	1.22362	1.22490	1.21849	1.22193	61233	0	17
2020.05.22	1.22194	1.22328	1.21607	1.21744	51651	0	17
2020.05.25	1.21759	1.22028	1.21619	1.21845	40054	0	17
2020.05.26	1.21845	1.23623	1.21830	1.23290	60790	0	17
2020.05.27	1.23311	1.23534	1.22035	1.22596	84872	0	17
2020.05.28	1.22571	1.23439	1.22330	1.23159	74665	0	17
2020.05.29	1.23148	1.23930	1.22895	1.23471	93854	0	17
2020.06.01	1.23231	1.25059	1.23229	1.24874	71574	0	17
2020.06.02	1.24902	1.25747	1.24776	1.25473	83167	0	17
2020.06.03	1.25501	1.26142	1.25430	1.25724	84734	0	17
2020.06.04	1.25680	1.26323	1.24998	1.25961	88180	0	17
2020.06.05	1.25946	1.27308	1.25821	1.26648	89748	0	17
2020.06.08	1.26689	1.27350	1.26272	1.27214	62465	0	17
2020.06.09	1.27214	1.27551	1.26171	1.27271	74964	0	17
2020.06.10	1.27263	1.28125	1.27055	1.27464	98841	0	17
2020.06.11	1.27447	1.27536	1.25852	1.25987	119483	0	17
2020.06.12	1.25994	1.26525	1.24727	1.25187	115683	0	17
2020.06.15	1.25170	1.26059	1.24529	1.26035	108135	0	17
2020.06.16	1.26039	1.26863	1.25507	1.25697	107164	0	17
2020.06.17	1.25692	1.25873	1.25095	1.25530	87914	0	17
2020.06.18	1.25532	1.25663	1.24005	1.24231	86310	0	17
2020.06.19	1.24151	1.24547	1.23429	1.23574	72959	0	17
2020.06.22	1.23430	1.24760	1.23343	1.24669	60903	0	18
2020.06.23	1.24673	1.25308	1.24307	1.25176	81811	0	17
2020.06.24	1.25147	1.25415	1.24132	1.24163	84267	0	17
2020.06.25	1.24169	1.24634	1.23875	1.24168	71933	0	17
2020.06.26	1.24163	1.24359	1.23131	1.23383	60885	0	17
2020.06.29	1.23437	1.23884	1.22501	1.22970	57432	0	17
2020.06.30	1.22968	1.24007	1.22564	1.23995	61619	0	17
2020.07.01	1.23993	1.24893	1.23581	1.24711	62002	0	17
2020.07.02	1.24714	1.25291	1.24551	1.24663	58316	0	17
2020.07.03	1.24614	1.24854	1.24365	1.24744	52916	0	17
2020.07.06	1.24669	1.25194	1.24658	1.24908	55174	0	17
2020.07.07	1.24864	1.25910	1.24616	1.25395	63121	0	17
2020.07.08	1.25343	1.26217	1.25073	1.26088	65663	0	17
2020.07.09	1.26090	1.26685	1.25991	1.26053	69746	0	17
2020.07.10	1.26053	1.26628	1.25654	1.26274	54420	0	17
2020.07.13	1.26370	1.26651	1.25491	1.25533	59023	0	17
2020.07.14	1.25533	1.25625	1.24788	1.25522	75124	0	17
2020.07.15	1.25521	1.26484	1.25492	1.25863	63122	0	17
2020.07.16	1.25863	1.26234	1.25186	1.25523	57011	0	17
2020.07.17	1.25499	1.25734	1.25106	1.25712	47235	0	17
2020.07.20	1.25562	1.26642	1.25170	1.26609	50574	0	1
2020.07.21	1.26609	1.27666	1.26492	1.27298	51991	0	18
2020.07.22	1.27298	1.27425	1.26429	1.27326	73905	0	17
2020.07.23	1.27311	1.27590	1.26721	1.27394	65635	0	17
2020.07.24	1.27394	1.28022	1.27160	1.27870	58429	1215	0
2020.07.27	1.27904	1.29016	1.27809	1.28811	69834	0	17
2020.07.28	1.28784	1.29515	1.28370	1.29305	64935	0	17
2020.07.29	1.29244	1.30125	1.29110	1.29954	67732	0	17
2020.07.30	1.29956	1.31017	1.29435	1.30938	78537	0	19
2020.07.31	1.30851	1.31690	1.30757	1.30897	91550	0	18
2020.08.03	1.30790	1.31112	1.30035	1.30735	69667	0	18
2020.08.04	1.30742	1.31065	1.29800	1.30708	61191	0	17
2020.08.05	1.30683	1.31603	1.30480	1.31129	62039	0	17
2020.08.06	1.31146	1.31844	1.31094	1.31411	81423	0	17
2020.08.07	1.31431	1.31468	1.30082	1.30592	73836	0	17
2020.08.10	1.30529	1.31020	1.30177	1.30705	47446	0	17
2020.08.11	1.30691	1.31307	1.30405	1.30461	63618	0	17
2020.08.12	1.30508	1.30662	1.30038	1.30300	67259	0	17
2020.08.13	1.30296	1.31236	1.30264	1.30657	55982	0	17
2020.08.14	1.30555	1.31417	1.30472	1.30841	51072	0	17
2020.08.17	1.30880	1.31205	1.30728	1.31018	46996	0	17
2020.08.18	1.31017	1.32486	1.30949	1.32377	60748	0	17
2020.08.19	1.32380	1.32658	1.30928	1.30957	70917	0	17
2020.08.20	1.30997	1.32237	1.30634	1.32102	82180	0	17
2020.08.21	1.32133	1.32539	1.30578	1.30864	80752	0	17
2020.08.24	1.30826	1.31476	1.30526	1.30623	53075	0	17
2020.08.25	1.30621	1.31694	1.30536	1.31500	64749	0	18
2020.08.26	1.31466	1.32178	1.31159	1.32082	57398	0	17
2020.08.27	1.32083	1.32831	1.31597	1.31979	90680	0	19
2020.08.28	1.32039	1.33554	1.31853	1.33482	78254	0	18
2020.08.31	1.33356	1.33948	1.33005	1.33676	62301	0	18
2020.09.01	1.33640	1.34810	1.33552	1.33824	83379	0	17
2020.09.02	1.33869	1.34014	1.32822	1.33483	73210	0	18
2020.09.03	1.33462	1.33582	1.32409	1.32791	78687	0	18
2020.09.04	1.32681	1.33178	1.31745	1.32795	80208	0	17
2020.09.07	1.32535	1.32705	1.31387	1.31622	50040	0	17
2020.09.08	1.31571	1.31693	1.29790	1.29796	73429	0	17
2020.09.09	1.29782	1.30219	1.28837	1.30006	70784	0	17
2020.09.10	1.30002	1.30343	1.27716	1.28033	88624	0	19
2020.09.11	1.28005	1.28642	1.27609	1.27973	68861	0	18
2020.09.14	1.27801	1.29180	1.27703	1.28448	53389	0	17
