<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.05.17	1491.10	1497.55	1471.70	1486.30	31845	0	50
2011.05.18	1487.30	1499.75	1484.80	1496.40	24402	0	50
2011.05.19	1496.50	1499.55	1486.15	1493.35	25904	0	50
2011.05.20	1494.95	1515.55	1486.70	1511.85	29427	0	50
2011.05.23	1510.20	1518.70	1503.80	1516.60	32173	0	50
2011.05.24	1517.30	1527.60	1513.15	1526.65	25356	0	50
2011.05.25	1525.95	1532.10	1521.05	1525.70	23887	0	50
2011.05.26	1526.30	1530.90	1514.55	1519.00	25461	0	50
2011.05.27	1519.75	1538.15	1519.70	1536.05	18328	0	0
2011.05.30	1535.75	1538.95	1534.05	1538.40	7488	0	50
2011.05.31	1538.30	1540.65	1532.10	1535.00	20737	0	50
2011.06.01	1535.20	1550.10	1529.35	1540.55	24472	0	0
2011.06.02	1540.60	1544.15	1519.40	1533.45	24058	0	50
2011.06.03	1533.50	1546.75	1523.95	1541.80	27803	0	50
2011.06.06	1541.50	1553.45	1540.30	1544.50	19367	0	50
2011.06.07	1544.55	1550.00	1536.10	1544.20	21043	0	50
2011.06.08	1544.75	1546.20	1530.80	1537.40	21610	0	50
2011.06.09	1538.10	1549.35	1533.05	1544.15	19604	0	50
2011.06.10	1544.90	1545.30	1525.85	1531.20	20033	0	0
2011.06.13	1530.65	1532.60	1510.80	1515.80	24110	0	50
2011.06.14	1515.65	1526.00	1512.05	1523.35	22780	0	50
2011.06.15	1524.80	1534.40	1513.80	1530.70	27775	0	50
2011.06.16	1530.20	1532.85	1521.45	1528.95	27573	0	50
2011.06.17	1528.95	1542.00	1522.40	1539.20	22177	0	50
2011.06.20	1540.05	1546.95	1532.75	1540.55	18800	0	50
2011.06.21	1539.80	1547.85	1538.45	1546.25	17046	0	50
2011.06.22	1546.95	1557.90	1541.05	1547.90	20185	0	50
2011.06.23	1547.10	1548.60	1512.20	1521.20	32831	0	0
2011.06.24	1522.50	1525.60	1498.30	1502.35	29345	0	50
2011.06.27	1500.25	1505.30	1490.35	1497.05	24818	0	50
2011.06.28	1497.45	1506.25	1495.30	1501.70	19576	0	50
2011.06.29	1501.65	1512.80	1500.15	1511.55	19510	0	50
2011.06.30	1511.00	1513.85	1498.60	1500.40	20339	0	50
